SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2007,33,22582,127XX S DOTY AVE,T115,CDC,08/22/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2009,30,27503,4XX W 127TH,T135,GRAVID,07/31/2009 12:07:00 AM,2,negative,CULEX RESTUANS,,,
2014,30,38794,21XX N CANNON DR,T054C,GRAVID,07/24/2014 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.921776903,-87.632140452,"(41.921776903428494, -87.63214045192028)"
2007,38,23667,42XX W 31ST ST,T036,GRAVID,09/24/2007 12:09:00 AM,5,negative,CULEX PIPIENS/RESTUANS,41.836911889,-87.731578903,"(41.83691188857033, -87.73157890270961)"
2009,38,28265,51XX N MONT CLARE AVE,T223,GRAVID,09/25/2009 12:09:00 AM,3,negative,CULEX RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2015,35,42107,100XX W OHARE AIRPORT,T923,GRAVID,09/02/2015 12:09:00 AM,27,positive,CULEX PIPIENS/RESTUANS,,,
2014,32,39148,28XX N FRANCISCO AVE,T147,GRAVID,08/07/2014 12:08:00 AM,30,negative,CULEX RESTUANS,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2007,24,20307,35XX W 116TH ST,T158,GRAVID,06/26/2007 04:06:56 AM,4,negative,CULEX RESTUANS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2014,33,39364,1XX N CENTRAL PARK DR,T030,GRAVID,08/14/2014 12:08:00 AM,41,positive,CULEX PIPIENS/RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2008,30,24776,6XX W MONTROSE DR,T017,GRAVID,07/28/2008 12:07:00 AM,11,negative,CULEX PIPIENS/RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2009,38,28274,1XX N CENTRAL PARK DR,T030,GRAVID,09/25/2009 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2009,21,26251,1XX N CENTRAL PARK DR,T030,GRAVID,06/02/2009 12:06:00 AM,1,negative,CULEX PIPIENS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2013,30,36424,61XX N LEMONT AVE,T012,GRAVID,07/25/2013 12:07:00 AM,37,negative,CULEX RESTUANS,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)"
2013,32,36879,13XX N LARAMIE AVE,T230,GRAVID,08/08/2013 12:08:00 AM,2,positive,CULEX RESTUANS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2007,28,20767,22XX W PERSHING RD,T060,CDC,07/18/2007 12:07:00 AM,1,negative,CULEX RESTUANS,41.823127706,-87.682529037,"(41.8231277055702, -87.6825290369968)"
2014,24,38084,10XX E 67TH ST,T073,GRAVID,06/12/2014 12:06:00 AM,41,negative,CULEX PIPIENS/RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2010,27,28980,100XX W OHARE AIRPORT,T912,GRAVID,07/12/2010 12:07:00 AM,24,negative,CULEX PIPIENS/RESTUANS,,,
2008,32,25120,22XX W 51ST ST,T061,GRAVID,08/12/2008 12:08:00 AM,2,negative,CULEX PIPIENS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2011,35,32416,89XX S CARPENTER ST,T159,GRAVID,09/02/2011 12:09:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2012,29,33850,39XX S ASHLAND AVE,T074,GRAVID,07/20/2012 12:07:00 AM,1,negative,CULEX PIPIENS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2007,36,23245,18XX W FARWELL AVE,T150,GRAVID,09/12/2007 12:09:00 AM,1,negative,CULEX PIPIENS,42.006597859,-87.677866207,"(42.00659785873985, -87.677866206975)"
2007,34,22883,122XX S STONY ISLAND AVE,T104,GRAVID,08/28/2007 12:08:00 AM,7,negative,CULEX PIPIENS/RESTUANS,41.672376176,-87.575477377,"(41.67237617579695, -87.57547737657654)"
2010,24,28528,10XX E 67TH ST,T073,GRAVID,06/18/2010 12:06:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2011,33,32137,45XX N CAMPBELL AVE,T220,GRAVID,08/19/2011 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2014,32,39214,39XX S ASHLAND AVE,T074,GRAVID,08/07/2014 12:08:00 AM,8,negative,CULEX RESTUANS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2010,32,29846,100XX W OHARE,T903,GRAVID,08/13/2010 12:08:00 AM,1,negative,CULEX SALINARIUS,,,
2010,30,29433,11XX W CHICAGO AVE,T049,GRAVID,07/29/2010 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2009,29,27263,41XX N OAK PARK AVE,T002,GRAVID,07/24/2009 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2008,31,25000,77XX S EBERHART AVE,T080,GRAVID,08/04/2008 12:08:00 AM,1,negative,CULEX RESTUANS,41.754148414,-87.612721023,"(41.75414841411549, -87.61272102258191)"
2010,33,29954,40XX S DEARBORN ST,T081,GRAVID,08/20/2010 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.820051649,-87.627347571,"(41.820051649277865, -87.62734757080052)"
2011,23,30838,58XX N PULASKI RD,T027,GRAVID,06/10/2011 12:06:00 AM,1,negative,CULEX TERRITANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2007,35,23005,72XX N OKETO AVE,T016,GRAVID,09/04/2007 12:09:00 AM,1,negative,CULEX PIPIENS,42.013029275,-87.811349732,"(42.01302927467806, -87.8113497315539)"
2008,33,25403,100XX W OHARE AIRPORT,T913,GRAVID,08/19/2008 12:08:00 AM,4,negative,CULEX PIPIENS,,,
2010,36,30371,51XX N MONT CLARE AVE,T223,GRAVID,09/10/2010 12:09:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2010,30,29401,45XX N CAMPBELL AVE,T220,GRAVID,07/29/2010 12:07:00 AM,1,negative,CULEX RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2008,25,24225,35XX W 51ST ST,T062,GRAVID,06/24/2008 12:06:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)"
2014,31,39077,100XX W OHARE AIRPORT,T913,GRAVID,07/31/2014 12:07:00 AM,13,negative,CULEX PIPIENS,,,
2013,30,36488,82XX S KOSTNER AVE,T225,GRAVID,07/25/2013 12:07:00 AM,20,negative,CULEX PIPIENS/RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2007,32,22055,52XX S KOLMAR AVE,T114,GRAVID,08/15/2007 12:08:00 AM,23,positive,CULEX PIPIENS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2014,31,38970,22XX N CANNON DR,T054B,GRAVID,07/31/2014 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.9220638,-87.63223306,"(41.92206380002785, -87.63223305992274)"
2013,26,35808,14XX N HUMBOLDT DR,T033,GRAVID,06/27/2013 12:06:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2014,31,38903,51XX N MONT CLARE AVE,T223,GRAVID,07/31/2014 12:07:00 AM,15,negative,CULEX PIPIENS/RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2007,29,22656,37XX S PULASKI RD,T063,GRAVID,07/19/2007 12:07:00 AM,11,negative,CULEX PIPIENS/RESTUANS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2014,24,38025,46XX N MILWAUKEE AVE,T003,GRAVID,06/12/2014 12:06:00 AM,11,negative,CULEX RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2014,27,38451,100XX W OHARE AIRPORT,T906,GRAVID,07/03/2014 12:07:00 AM,15,negative,CULEX RESTUANS,,,
2013,38,37742,10XX E 67TH ST,T073,GRAVID,09/19/2013 12:09:00 AM,7,negative,CULEX PIPIENS/RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2009,25,26787,100XX W OHARE AIRPORT,T906,GRAVID,06/29/2009 12:06:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2014,31,39053,24XX E 105TH ST,T128,GRAVID,07/31/2014 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2015,29,41322,5XX W 72ND ST,T035,GRAVID,07/23/2015 12:07:00 AM,11,negative,CULEX RESTUANS,41.763370922,-87.637872614,"(41.76337092198238, -87.6378726141474)"
2015,23,40711,42XX W 65TH ST,T235,GRAVID,06/11/2015 12:06:00 AM,22,negative,CULEX RESTUANS,41.774841115,-87.728005819,"(41.7748411153277, -87.72800581922763)"
2013,33,36936,1XX N CENTRAL PARK DR,T030,GRAVID,08/15/2013 12:08:00 AM,41,positive,CULEX PIPIENS/RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2016,30,43054,91XX W HIGGINS RD,T009,GRAVID,07/27/2016 12:07:00 AM,12,positive,CULEX RESTUANS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
2013,31,36626,25XX S MILLARD AVE,T152,GRAVID,08/01/2013 12:08:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2008,31,24998,71XX S SOUTH SHORE DR,T079,GRAVID,08/04/2008 12:08:00 AM,3,negative,CULEX RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2014,30,38864,100XX W OHARE AIRPORT,T906,GRAVID,07/24/2014 12:07:00 AM,11,negative,CULEX PIPIENS/RESTUANS,,,
2012,39,35396,37XX E 118TH ST,T212,GRAVID,09/28/2012 12:09:00 AM,2,negative,CULEX PIPIENS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2016,30,42976,100XX W OHARE AIRPORT,T911,GRAVID,07/27/2016 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,,,
2012,32,34431,58XX N PULASKI RD,T027,GRAVID,08/09/2012 12:08:00 AM,3,positive,CULEX PIPIENS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2014,32,39231,119XX S ASHLAND AVE,T090,GRAVID,08/07/2014 12:08:00 AM,27,negative,CULEX PIPIENS/RESTUANS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2011,24,30899,33XX N RUTHERFORD AVE,T144,GRAVID,06/17/2011 12:06:00 AM,7,negative,CULEX RESTUANS,41.940781698,-87.794429759,"(41.940781697748726, -87.79442975887669)"
2011,32,32111,100XX W OHARE AIRPORT,T913,GRAVID,08/12/2011 12:08:00 AM,1,negative,CULEX SALINARIUS,,,
2007,31,21668,70XX W ARMITAGE AVE,T151,GRAVID,08/07/2007 12:08:00 AM,3,negative,CULEX PIPIENS,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2015,29,41375,100XX W OHARE AIRPORT,T916,GRAVID,07/23/2015 12:07:00 AM,16,negative,CULEX PIPIENS/RESTUANS,,,
2014,24,37990,119XX S ASHLAND AVE,T090,GRAVID,06/12/2014 12:06:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2013,39,37837,50XX S UNION AVE,T082,GRAVID,09/26/2013 12:09:00 AM,2,negative,CULEX RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2014,29,38682,52XX S KOLMAR AVE,T114,GRAVID,07/17/2014 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2011,31,31883,5XX S CENTRAL AVE,T031,GRAVID,08/05/2011 12:08:00 AM,1,negative,CULEX TERRITANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2010,33,29881,46XX N MELVINA AVE,T002A,GRAVID,08/19/2010 12:08:00 AM,5,negative,CULEX PIPIENS/RESTUANS,41.965414225,-87.782118885,"(41.96541422491698, -87.78211888530257)"
2007,38,23666,42XX W 31ST ST,T036,GRAVID,09/24/2007 12:09:00 AM,1,negative,CULEX PIPIENS,41.836911889,-87.731578903,"(41.83691188857033, -87.73157890270961)"
2007,39,23892,22XX W PERSHING RD,T060,CDC,10/04/2007 12:10:00 AM,3,negative,CULEX PIPIENS,41.823127706,-87.682529037,"(41.8231277055702, -87.6825290369968)"
2016,31,43299,100XX W OHARE AIRPORT,T906,GRAVID,08/04/2016 12:08:00 AM,50,positive,CULEX RESTUANS,,,
2011,28,31517,100XX W OHARE AIRPORT,T901,GRAVID,07/15/2011 12:07:00 AM,2,negative,CULEX SALINARIUS,,,
2012,25,33098,82XX S KOSTNER AVE,T225,GRAVID,06/21/2012 12:06:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2008,33,25356,40XX S DEARBORN ST,T081,GRAVID,08/19/2008 12:08:00 AM,1,negative,CULEX TERRITANS,41.820051649,-87.627347571,"(41.820051649277865, -87.62734757080052)"
2016,31,43213,13XX N LARAMIE AVE,T230,GRAVID,08/04/2016 12:08:00 AM,21,positive,CULEX RESTUANS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2016,25,42610,62XX N MCCLELLAN AVE,T236,GRAVID,06/22/2016 12:06:00 AM,8,negative,CULEX RESTUANS,41.994966304,-87.77083722,"(41.99496630402897, -87.77083721987879)"
2009,30,27513,109XX S COTTAGE GROVE AVE,T102,GRAVID,07/31/2009 12:07:00 AM,6,negative,CULEX PIPIENS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2012,30,34042,37XX S PULASKI RD,T063,GRAVID,07/27/2012 12:07:00 AM,26,positive,CULEX RESTUANS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2007,34,22764,22XX N CANNON DR,T054,GRAVID,08/24/2007 12:08:00 AM,2,negative,CULEX PIPIENS,41.922512377,-87.63237767,"(41.922512376871495, -87.63237767042544)"
2009,30,27468,52XX W 63RD ST,T065,GRAVID,07/31/2009 12:07:00 AM,1,negative,CULEX RESTUANS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2009,32,27772,127XX S DOTY AVE,T115,GRAVID,08/13/2009 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2010,37,30601,39XX S ASHLAND AVE,T074,GRAVID,09/17/2010 12:09:00 AM,1,negative,CULEX TERRITANS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2012,27,33423,50XX S UNION AVE,T082,GRAVID,07/09/2012 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2014,34,39669,39XX S ASHLAND AVE,T074,GRAVID,08/21/2014 12:08:00 AM,4,negative,CULEX PIPIENS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2016,31,43166,91XX W HIGGINS RD,T009,GRAVID,08/04/2016 12:08:00 AM,1,negative,CULEX PIPIENS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
2007,31,21758,35XX W 116TH ST,T158,GRAVID,08/07/2007 12:08:00 AM,29,negative,CULEX PIPIENS/RESTUANS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2008,31,24931,33XX N RUTHERFORD AVE,T144,GRAVID,08/04/2008 12:08:00 AM,3,negative,CULEX PIPIENS,41.940781698,-87.794429759,"(41.940781697748726, -87.79442975887669)"
2010,36,30478,100XX W OHARE AIRPORT,T921,CDC,09/13/2010 12:09:00 AM,2,negative,CULEX PIPIENS,,,
2009,39,28378,5XX S CENTRAL AVE,T031,GRAVID,10/01/2009 12:10:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2008,38,26077,52XX S KOLMAR AVE,T114,GRAVID,09/19/2008 12:09:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2007,30,21355,38XX N CALIFORNIA AVE,T019,GRAVID,08/01/2007 02:08:26 AM,1,negative,CULEX PIPIENS,41.95166715,-87.69802789,"(41.95166715027478, -87.69802789049841)"
2013,23,35534,100XX W OHARE AIRPORT,T921,CDC,06/07/2013 12:06:00 AM,4,negative,CULEX RESTUANS,,,
2013,33,36997,6XX W MONTROSE DR,T017,GRAVID,08/15/2013 12:08:00 AM,4,negative,CULEX RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2015,33,41807,52XX W 63RD ST,T065,GRAVID,08/19/2015 12:08:00 AM,3,negative,CULEX RESTUANS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2007,26,20476,8XX E 138TH ST,T097,GRAVID,08/02/2007 08:08:19 AM,1,negative,CULEX PIPIENS/RESTUANS,41.644720066,-87.601851528,"(41.644720066326094, -87.60185152802353)"
2015,38,42291,100XX W OHARE AIRPORT,T900,GRAVID,09/23/2015 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,,,
2008,27,24422,11XX W ROOSEVELT RD,T048,GRAVID,07/04/2008 12:07:00 AM,3,negative,CULEX RESTUANS,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)"
2011,31,31900,35XX W 51ST ST,T062,GRAVID,08/05/2011 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)"
2011,38,32796,89XX S CARPENTER ST,T159,GRAVID,09/23/2011 12:09:00 AM,1,negative,CULEX RESTUANS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2012,26,33205,71XX S SOUTH SHORE DR,T079,GRAVID,06/29/2012 12:06:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2007,34,22827,50XX S UNION AVE,T082,GRAVID,08/24/2007 12:08:00 AM,16,positive,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2012,39,35321,1XX N CENTRAL PARK DR,T030,GRAVID,09/28/2012 12:09:00 AM,1,negative,CULEX PIPIENS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2012,30,33965,6XX W MONTROSE DR,T017,GRAVID,07/27/2012 12:07:00 AM,8,negative,CULEX PIPIENS/RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2014,23,37927,1XX N CENTRAL PARK DR,T030,GRAVID,06/05/2014 12:06:00 AM,23,negative,CULEX PIPIENS/RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2014,33,39352,17XX W ADDISON ST,T224,GRAVID,08/14/2014 12:08:00 AM,8,negative,CULEX PIPIENS,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2010,33,29931,17XX N ASHLAND AVE,T232,GRAVID,08/19/2010 12:08:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.913051863,-87.667905236,"(41.913051862687965, -87.66790523595525)"
2011,27,31314,109XX S COTTAGE GROVE AVE,T102,GRAVID,07/11/2011 12:07:00 AM,14,negative,CULEX PIPIENS/RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2013,30,36499,77XX S EBERHART AVE,T080,GRAVID,07/25/2013 12:07:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.754148414,-87.612721023,"(41.75414841411549, -87.61272102258191)"
2007,31,21751,2XX W 89TH ST,T096,CDC,08/07/2007 12:08:00 AM,31,negative,CULEX PIPIENS,41.732428064,-87.63105648,"(41.73242806400838, -87.63105648014084)"
2012,33,34599,17XX W ADDISON ST,T224,GRAVID,08/16/2012 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2009,20,26223,6XX W MONTROSE DR,T017,GRAVID,05/28/2009 12:05:00 AM,1,negative,CULEX RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2007,39,23866,15XX N LONG AVE,T153,GRAVID,10/04/2007 12:10:00 AM,21,negative,CULEX PIPIENS/RESTUANS,41.909339959,-87.761078282,"(41.90933995853726, -87.76107828229969)"
2007,28,20706,53XX W AGATITE AVE,T141,GRAVID,07/18/2007 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.961584365,-87.760616703,"(41.96158436461, -87.76061670251877)"
2007,29,21263,101XX S STONY ISLAND AVE,T138,CDC,07/25/2007 12:07:00 AM,50,negative,CULEX PIPIENS,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)"
2008,37,26029,100XX W OHARE AIRPORT,T900,GRAVID,09/15/2008 12:09:00 AM,5,negative,CULEX PIPIENS,,,
2013,27,35972,37XX E 118TH ST,T212,GRAVID,07/08/2013 12:07:00 AM,20,negative,CULEX RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2011,36,32547,29XX W 85TH ST,T237,GRAVID,09/12/2011 12:09:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.738773899,-87.696359204,"(41.73877389864867, -87.69635920361578)"
2012,27,33402,52XX S KOLMAR AVE,T114,GRAVID,07/09/2012 12:07:00 AM,48,negative,CULEX PIPIENS/RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2009,28,27246,100XX W OHARE AIRPORT,T916,GRAVID,07/17/2009 12:07:00 AM,16,negative,CULEX RESTUANS,,,
2011,28,31467,50XX S UNION AVE,T082,GRAVID,07/15/2011 12:07:00 AM,6,negative,CULEX RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2008,23,24101,4XX W 127TH,T135,GRAVID,06/11/2008 12:06:00 AM,13,negative,CULEX PIPIENS/RESTUANS,,,
2016,28,42810,48XX W MONTANA ST,T222,GRAVID,07/14/2016 12:07:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.925286783,-87.747459124,"(41.92528678345797, -87.74745912379434)"
2012,34,34835,35XX W 116TH ST,T158,GRAVID,08/24/2012 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2007,22,20135,35XX W 116TH ST,T158,GRAVID,06/05/2007 12:06:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2009,28,27203,6XX E 91ST PL,T227,GRAVID,07/17/2009 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2015,33,41801,79XX S CHICAGO,T083,GRAVID,08/19/2015 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,,,
2008,27,24385,46XX N MILWAUKEE AVE,T003,GRAVID,07/04/2008 12:07:00 AM,2,negative,CULEX PIPIENS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2012,32,34553,100XX W OHARE AIRPORT,T912,GRAVID,08/10/2012 12:08:00 AM,13,positive,CULEX PIPIENS/RESTUANS,,,
2010,30,29490,4XX W 127TH,T135,GRAVID,07/30/2010 12:07:00 AM,1,negative,CULEX RESTUANS,,,
2013,31,36720,4XX E 130TH ST,T221,GRAVID,08/01/2013 12:08:00 AM,5,positive,CULEX RESTUANS,41.659236018,-87.612015128,"(41.65923601846575, -87.61201512813366)"
2015,31,41632,42XX W 65TH ST,T235,GRAVID,08/06/2015 12:08:00 AM,3,negative,CULEX RESTUANS,41.774841115,-87.728005819,"(41.7748411153277, -87.72800581922763)"
2012,31,34287,51XX W 63RD PL,T065A,GRAVID,08/03/2012 12:08:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.777343144,-87.749665532,"(41.77734314354912, -87.74966553150517)"
2014,23,37935,3XX W 18TH ST,T043,GRAVID,06/05/2014 12:06:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.857837294,-87.635861986,"(41.857837293807705, -87.63586198559554)"
2008,33,25421,17XX W 95TH ST,T094,GRAVID,08/19/2008 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2012,30,33964,6XX W MONTROSE DR,T017,GRAVID,07/27/2012 12:07:00 AM,2,negative,CULEX PIPIENS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2014,32,39132,39XX N SPRINGFIELD AVE,T228,GRAVID,08/07/2014 12:08:00 AM,2,negative,CULEX PIPIENS,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2007,27,20606,10XX E 67TH ST,T073,GRAVID,07/11/2007 03:07:40 AM,3,negative,CULEX RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2011,24,30891,41XX N OAK PARK AVE,T002,GRAVID,06/17/2011 12:06:00 AM,14,negative,CULEX PIPIENS/RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2011,31,31924,77XX S EBERHART AVE,T080,GRAVID,08/05/2011 12:08:00 AM,1,negative,CULEX PIPIENS,41.754148414,-87.612721023,"(41.75414841411549, -87.61272102258191)"
2012,29,33853,64XX S STONY ISLAND AVE,T077,GRAVID,07/20/2012 12:07:00 AM,3,negative,CULEX RESTUANS,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2016,26,42642,14XX N HUMBOLDT DR,T033,GRAVID,07/01/2016 12:07:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2008,27,24419,11XX S CALIFORNIA AVE,T047,GRAVID,07/04/2008 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.867599254,-87.695785443,"(41.86759925367238, -87.69578544257037)"
